Заголовок,Ссылка на объявление,Цена
"
Сдам квартиру на Павлово Поле
",https://www.olx.ua/obyavlenie/sdam-kvartiru-na-pavlovo-pole-IDDP83u.html#66d4b7b10f,"
13 089 грн.
"
"
Сдам квартиру
",https://www.olx.ua/obyavlenie/sdam-kvartiru-IDEDGuc.html#4a3d0ae06e;promoted,"
4 500 грн.
"
"
Аренда Новая 2 к.кв. студия Центр Пушкинская Новострой ЖК Млечный путь
",https://www.olx.ua/obyavlenie/arenda-novaya-2-k-kv-studiya-tsentr-pushkinskaya-novostroy-zhk-mlechnyy-put-IDEGTIK.html#4a3d0ae06e;promoted,"
15 701 грн.
"
"
М.студенческая,свободна!
",https://www.olx.ua/obyavlenie/m-studencheskaya-svobodna-IDEFocw.html#4a3d0ae06e;promoted,"
9 162 грн.
"
"
Сдам свою дизайнерскую квартиру-студию на ул. Чернышевской! Центр!
",https://www.olx.ua/obyavlenie/sdam-svoyu-dizaynerskuyu-kvartiru-studiyu-na-ul-chernyshevskoy-tsentr-IDDrNey.html#4a3d0ae06e;promoted,"
13 089 грн.
"
"
Сдаю 1 к. квартиру на C. Салтовке. Метро – 10 мин.
",https://www.olx.ua/obyavlenie/sdayu-1-k-kvartiru-na-c-saltovke-metro-10-min-IDEtESH.html#4a3d0ae06e;promoted,"
5 500 грн.
"
"
Комнату в квартире сдам
",https://www.olx.ua/obyavlenie/komnatu-v-kvartire-sdam-IDyyLIv.html#4a3d0ae06e,"
1 900 грн.
"
"
Сдам 1к на Жуковского Дача55 Молодость ХАИ
",https://www.olx.ua/obyavlenie/sdam-1k-na-zhukovskogo-dacha55-molodost-hai-IDEwG33.html#4a3d0ae06e,"
5 600 грн.
"
"
Сдам квартиру
",https://www.olx.ua/obyavlenie/sdam-kvartiru-IDEwFk2.html#4a3d0ae06e,"
4 500 грн.
"
"
Сдам реальную 1-к кв. Гв.Широнинцев!
",https://www.olx.ua/obyavlenie/sdam-realnuyu-1-k-kv-gv-shironintsev-IDEwDUu.html#4a3d0ae06e,"
4 000 грн.
"
"
Аренда гостинки
",https://www.olx.ua/obyavlenie/arenda-gostinki-IDE3ynT.html#4a3d0ae06e,"
2 999 грн.
"
"
Сдам РЕАЛЬНУЮ! 1кв. Новострой! м.Защ.Украины. Актуально на 15 июня!
",https://www.olx.ua/obyavlenie/sdam-realnuyu-1kv-novostroy-m-zasch-ukrainy-aktualno-na-15-iyunya-IDEww9B.html#4a3d0ae06e,"
9 000 грн.
"
"
Сдам комнату в комунальной квартире, м. Пушкинская
",https://www.olx.ua/obyavlenie/sdam-komnatu-v-komunalnoy-kvartire-m-pushkinskaya-IDDOhYh.html#4a3d0ae06e,"
4 000 грн.
"
"
Сдам комнату возле м.Студенческая
",https://www.olx.ua/obyavlenie/sdam-komnatu-vozle-m-studencheskaya-IDEwnZV.html#4a3d0ae06e,"
2 500 грн.
"
"
Сдам комнату
",https://www.olx.ua/obyavlenie/sdam-komnatu-IDBRUcE.html#4a3d0ae06e,"
3 000 грн.
"
"
Сдам гостинку м. Университет ул.Мироносицкая
",https://www.olx.ua/obyavlenie/sdam-gostinku-m-universitet-ul-mironositskaya-IDEwiMa.html#4a3d0ae06e,"
4 000 грн.
"
"
Сдам уютную 3-х комнатную квартиру в центр города м. Пушкинская
",https://www.olx.ua/obyavlenie/sdam-uyutnuyu-3-h-komnatnuyu-kvartiru-v-tsentr-goroda-m-pushkinskaya-IDDdQQ9.html#4a3d0ae06e,"
18 325 грн.
"
"
Сдам 2-к.квартиру Пятихатки , Бульвар мира
",https://www.olx.ua/obyavlenie/sdam-2-k-kvartiru-pyatihatki-bulvar-mira-IDEwdqo.html#4a3d0ae06e,"
6 000 грн.
"
"
Сдам 1комн.изолированную квартиру на Алексеевке возле метро
",https://www.olx.ua/obyavlenie/sdam-1komn-izolirovannuyu-kvartiru-na-alekseevke-vozle-metro-IDEwcYd.html#4a3d0ae06e,"
7 500 грн.
"
"
Lux-Estate Аренда квартиры в престижной новостройке по ул Чернышевская
",https://www.olx.ua/obyavlenie/lux-estate-arenda-kvartiry-v-prestizhnoy-novostroyke-po-ul-chernyshevskaya-IDEw86C.html#4a3d0ae06e,"
39 276 грн.
"
"
своя центр Дмитриевская 19 новострой П Шлях южд смарт студия собств
",https://www.olx.ua/obyavlenie/svoya-tsentr-dmitrievskaya-19-novostroy-p-shlyah-yuzhd-smart-studiya-sobstv-IDEw7An.html#4a3d0ae06e;promoted,"
5 500 грн.
"
"
Сдам 2к.кв.Новострой,м.Научная
",https://www.olx.ua/obyavlenie/sdam-2k-kv-novostroy-m-nauchnaya-IDEw7ua.html#4a3d0ae06e,"
13 103 грн.
"
"
Сдам 2х комн. квартиру Центр, Пушкинская, м.Бекетова
",https://www.olx.ua/obyavlenie/sdam-2h-komn-kvartiru-tsentr-pushkinskaya-m-beketova-IDz5oSe.html#4a3d0ae06e,"
20 942 грн.
"
"
1-ка в 5 минутах от метро майдан Конституции. Фото соответствуют!
",https://www.olx.ua/obyavlenie/1-ka-v-5-minutah-ot-metro-maydan-konstitutsii-foto-sootvetstvuyut-IDEpcB7.html#4a3d0ae06e,"
4 100 грн.
"
"
2-этажная полноценная квартира в центре!
",https://www.olx.ua/obyavlenie/2-etazhnaya-polnotsennaya-kvartira-v-tsentre-IDEuVVd.html#4a3d0ae06e,"
8 900 грн.
"
"
Сдам свою квартиру.
",https://www.olx.ua/obyavlenie/sdam-svoyu-kvartiru-IDEuNVk.html#4a3d0ae06e,"
3 000 грн.
"
"
Аренда 4 комн шишковка Сдам
",https://www.olx.ua/obyavlenie/arenda-4-komn-shishkovka-sdam-IDCPsNP.html#4a3d0ae06e,"
7 200 грн.
"
"
Сдам 2-к квартиру на Салтовке м.Студенческая
",https://www.olx.ua/obyavlenie/sdam-2-k-kvartiru-na-saltovke-m-studencheskaya-IDEuAoD.html#4a3d0ae06e,"
7 330 грн.
"
"
сдам однокомнатную квартиру возле дворца спорта
",https://www.olx.ua/obyavlenie/sdam-odnokomnatnuyu-kvartiru-vozle-dvortsa-sporta-IDEnOVe.html#4a3d0ae06e,"
7 000 грн.
"
"
Реальная! Сдам 1 кв. м. Героев Труда
",https://www.olx.ua/obyavlenie/realnaya-sdam-1-kv-m-geroev-truda-IDEui6a.html#4a3d0ae06e,"
4 300 грн.
"
"
Аренда 1к.кв.м.Студенческая
",https://www.olx.ua/obyavlenie/arenda-1k-kv-m-studencheskaya-IDDmeSd.html#4a3d0ae06e,"
6 000 грн.
"
"
"" Воробьові гори"" 2-х рівнева
",https://www.olx.ua/obyavlenie/vorobov-gori-2-h-rvneva-IDEumf3.html#4a3d0ae06e,"
6 500 грн.
"
"
Реальная 1 комн кв, сев салтовка, ул Др Народов,223
",https://www.olx.ua/obyavlenie/realnaya-1-komn-kv-sev-saltovka-ul-dr-narodov-223-IDDTYyV.html#4a3d0ae06e,"
5 000 грн.
"
"
Сдам свою квартиру-студию
",https://www.olx.ua/obyavlenie/sdam-svoyu-kvartiru-studiyu-IDBQt4a.html#4a3d0ae06e,"
7 068 грн.
"
"
Актуально ! Сдам 1 комн коммуналка
",https://www.olx.ua/obyavlenie/aktualno-sdam-1-komn-kommunalka-IDEuemk.html#4a3d0ae06e,"
4 000 грн.
"
"
Сдам 3х кв на Салтовке, метро Студенческая
",https://www.olx.ua/obyavlenie/sdam-3h-kv-na-saltovke-metro-studencheskaya-IDE7TKV.html#4a3d0ae06e,"
8 500 грн.
"
"
сдам свою 1-ю квартиру. м Киевская. ул Матюшенко.
",https://www.olx.ua/obyavlenie/sdam-svoyu-1-yu-kvartiru-m-kievskaya-ul-matyushenko-IDEud1M.html#4a3d0ae06e,"
5 500 грн.
"
"
Сдам однокомнатную квартиру. Ул. Светлая 7 (Б).
",https://www.olx.ua/obyavlenie/sdam-odnokomnatnuyu-kvartiru-ul-svetlaya-7-b-IDEu7Xh.html#4a3d0ae06e,"
5 000 грн.
"
"
Сдам 2 к.кв м Арх Бекетова,ул.Пушкинская
",https://www.olx.ua/obyavlenie/sdam-2-k-kv-m-arh-beketova-ul-pushkinskaya-IDEu71S.html#4a3d0ae06e,"
14 000 грн.
"
"
Сдам квартиру в Харькова
",https://www.olx.ua/obyavlenie/sdam-kvartiru-v-harkova-IDEu65g.html#4a3d0ae06e,"
8 000 грн.
"
"
Сдам 3-х комнатную квартиру ул. Сумская
",https://www.olx.ua/obyavlenie/sdam-3-h-komnatnuyu-kvartiru-ul-sumskaya-IDEbcbW.html#4a3d0ae06e,"
23 560 грн.
"
"
Реальная аренда, северная 5.
",https://www.olx.ua/obyavlenie/realnaya-arenda-severnaya-5-IDBj7mS.html#4a3d0ae06e,"
4 500 грн.
"
"
Аренда Студия Ул Мироносицкая 61 м Университет
",https://www.olx.ua/obyavlenie/arenda-studiya-ul-mironositskaya-61-m-universitet-IDCY4ER.html#4a3d0ae06e,"
10 482 грн.
"
"
3к Квартира в Новострой,Павлово Поле
",https://www.olx.ua/obyavlenie/3k-kvartira-v-novostroy-pavlovo-pole-IDEtR0I.html#4a3d0ae06e,"
26 152 грн.
"
"
Срочно сдам 2 к кв ул.Пушкинская 50/52
",https://www.olx.ua/obyavlenie/srochno-sdam-2-k-kv-ul-pushkinskaya-50-52-IDEtMEa.html#4a3d0ae06e,"
13 149 грн.
"
"
Сдам квартиру
",https://www.olx.ua/obyavlenie/sdam-kvartiru-IDEDGuc.html#62ecd75415;promoted,"
4 500 грн.
"
"
сдам в аренду свою 2-х комнатную квартиру р-н ЮЖД
",https://www.olx.ua/obyavlenie/sdam-v-arendu-svoyu-2-h-komnatnuyu-kvartiru-r-n-yuzhd-IDCus4J.html#62ecd75415;promoted,"
7 300 грн.
"
"
Сдам 1-к.кв. м.Студенческая с евроремонтом
",https://www.olx.ua/obyavlenie/sdam-1-k-kv-m-studencheskaya-s-evroremontom-IDEGuSb.html#62ecd75415;promoted,"
9 500 грн.
"
"
Сдам 3-х комнатную евро квартиру возле метро Академика Павлова
",https://www.olx.ua/obyavlenie/sdam-3-h-komnatnuyu-evro-kvartiru-vozle-metro-akademika-pavlova-IDEG6yc.html#62ecd75415;promoted,"
15 000 грн.
"
"
Сдам свою 2-х уровневую квартиру, студия. Ак. Павлова. Воробьевы горы
",https://www.olx.ua/obyavlenie/sdam-svoyu-2-h-urovnevuyu-kvartiru-studiya-ak-pavlova-vorobevy-gory-IDCuCNG.html#62ecd75415;promoted,"
6 500 грн.
"
"
сдам 2-к квартиру на алексеевке
",https://www.olx.ua/obyavlenie/sdam-2-k-kvartiru-na-alekseevke-IDEtJHL.html#62ecd75415,"
7 000 грн.
"
"
Сдам гостинку
",https://www.olx.ua/obyavlenie/sdam-gostinku-IDEtDZA.html#62ecd75415,"
6 000 грн.
"
"
Сдается 2-х комн. квартира 522 м-н м. Г. Труда Студенческая 5 минут!
",https://www.olx.ua/obyavlenie/sdaetsya-2-h-komn-kvartira-522-m-n-m-g-truda-studencheskaya-5-minut-IDEtDqB.html#62ecd75415,"
7 000 грн.
"
"
Сдам шикарную квартиру в центре, 4 мин от м. Площадь Конституции
",https://www.olx.ua/obyavlenie/sdam-shikarnuyu-kvartiru-v-tsentre-4-min-ot-m-ploschad-konstitutsii-IDEtzOO.html#62ecd75415,"
10 460 грн.
"
"
Сдам 3к кв.Новострой.Центр
",https://www.olx.ua/obyavlenie/sdam-3k-kv-novostroy-tsentr-IDEtzrn.html#62ecd75415,"
17 950 грн.
"
"
Сдам 1 комнатную квартиру
",https://www.olx.ua/obyavlenie/sdam-1-komnatnuyu-kvartiru-IDEcySM.html#62ecd75415,"
4 000 грн.
"
"
Сдам на лето Июнь-Июль-Август
",https://www.olx.ua/obyavlenie/sdam-na-leto-iyun-iyul-avgust-IDD7re7.html#62ecd75415,"
4 500 грн.
"
"
Сдам 1 ку Северная Салтовка. ТРК Экватор*
",https://www.olx.ua/obyavlenie/sdam-1-ku-severnaya-saltovka-trk-ekvator-IDEtvso.html#62ecd75415,"
6 000 грн.
"
"
Комната с мебелью и балконом на Алексеевке
",https://www.olx.ua/obyavlenie/komnata-s-mebelyu-i-balkonom-na-alekseevke-IDDvtBT.html#62ecd75415,"
2 250 грн.
"
"
Сдаю 4 ком кв в центре под жилье и тихий офис.
",https://www.olx.ua/obyavlenie/sdayu-4-kom-kv-v-tsentre-pod-zhile-i-tihiy-ofis-IDEtiNO.html#62ecd75415,"
26 206 грн.
"
"
Сдам в аренду 1 комнатную квартиру в центре города
",https://www.olx.ua/obyavlenie/sdam-v-arendu-1-komnatnuyu-kvartiru-v-tsentre-goroda-IDEth4z.html#62ecd75415,"
7 000 грн.
"
"
Сдам квартиру. 4к. Новая Шишковка
",https://www.olx.ua/obyavlenie/sdam-kvartiru-4k-novaya-shishkovka-IDDI6yu.html#62ecd75415,"
7 000 грн.
"
"
2к кВ.м.Ботанический сад
",https://www.olx.ua/obyavlenie/2k-kv-m-botanicheskiy-sad-IDEt6xj.html#62ecd75415,"
9 800 грн.
"
"
Срочно! Сдам  2 - ком. кварт. в 3 мин. от метро Студенческая, 522 м-н
",https://www.olx.ua/obyavlenie/srochno-sdam-2-kom-kvart-v-3-min-ot-metro-studencheskaya-522-m-n-IDEt0q5.html#62ecd75415,"
5 000 грн.
"
"
ищу соседк в 2х квартиру
",https://www.olx.ua/obyavlenie/ischu-sosedk-v-2h-kvartiru-IDEsYzk.html#62ecd75415,"
3 900 грн.
"
"
Сдам квартиру с евроремонтом возле метро Архитектора Бекетова
",https://www.olx.ua/obyavlenie/sdam-kvartiru-s-evroremontom-vozle-metro-arhitektora-beketova-IDEsYoG.html#62ecd75415,"
6 500 грн.
"
"
Сдам 3-х комнатную квартиру в Пятихатках Харьков
",https://www.olx.ua/obyavlenie/sdam-3-h-komnatnuyu-kvartiru-v-pyatihatkah-harkov-IDCHpVi.html#62ecd75415,"
6 000 грн.
"
"
Сдам свою 2-х комнатную квартиру 522 м/р Салтовка
",https://www.olx.ua/obyavlenie/sdam-svoyu-2-h-komnatnuyu-kvartiru-522-m-r-saltovka-IDD6Pf0.html#62ecd75415,"
9 300 грн.
"
"
Сдам гостинку "" Воробьевы горы"". Отличное состояние.
",https://www.olx.ua/obyavlenie/sdam-gostinku-vorobevy-gory-otlichnoe-sostoyanie-IDEsLrA.html#62ecd75415,"
5 500 грн.
"
"
Сдам квартиру
",https://www.olx.ua/obyavlenie/sdam-kvartiru-IDEsH5D.html#62ecd75415,"
7 000 грн.
"
"
Сдам 2 к кв в семейном общежитии
",https://www.olx.ua/obyavlenie/sdam-2-k-kv-v-semeynom-obschezhitii-IDCWMWu.html#62ecd75415,"
2 000 грн.
"
"
Сдам 1 к кв дзержинский район
",https://www.olx.ua/obyavlenie/sdam-1-k-kv-dzerzhinskiy-rayon-IDCF1zk.html#62ecd75415,"
5 000 грн.
"
"
Сдам 4 к кв на Старошишковской 11
",https://www.olx.ua/obyavlenie/sdam-4-k-kv-na-staroshishkovskoy-11-IDrRntk.html#62ecd75415,"
12 000 грн.
"
"
Сдам 1 к кв малогабаритку на алексеевке
",https://www.olx.ua/obyavlenie/sdam-1-k-kv-malogabaritku-na-alekseevke-IDDs9Jz.html#62ecd75415,"
6 000 грн.
"
"
Сдам 3 к кв на ул. Библика д. 2 д
",https://www.olx.ua/obyavlenie/sdam-3-k-kv-na-ul-biblika-d-2-d-IDDPLPm.html#62ecd75415,"
7 500 грн.
"
"
Сдам 3-х к.кв. с кап.ремонтом на ул.Воскресенская м. проспект Гагарина
",https://www.olx.ua/obyavlenie/sdam-3-h-k-kv-s-kap-remontom-na-ul-voskresenskaya-m-prospekt-gagarina-IDE7Vdo.html#62ecd75415,"
11 500 грн.
"
"
сдам свою комнату возле метро студенческая
",https://www.olx.ua/obyavlenie/sdam-svoyu-komnatu-vozle-metro-studencheskaya-IDDjuBt.html#62ecd75415,"
2 200 грн.
"
"
Сдам срочно 3к кв м.Героев Труда
",https://www.olx.ua/obyavlenie/sdam-srochno-3k-kv-m-geroev-truda-IDDB9d0.html#62ecd75415,"
8 000 грн.
"
"
Сдам в долгосрочную аренду таунхаус в центре города.
",https://www.olx.ua/obyavlenie/sdam-v-dolgosrochnuyu-arendu-taunhaus-v-tsentre-goroda-IDDeh5D.html#62ecd75415,"
39 309 грн.
"
"
Сдам комнаты
",https://www.olx.ua/obyavlenie/sdam-komnaty-IDEsk3J.html#62ecd75415,"
1 500 грн.
"
"
Сдам комнату Салтовка м. Героев Труда 20мин.
",https://www.olx.ua/obyavlenie/sdam-komnatu-saltovka-m-geroev-truda-20min-IDEsiu3.html#62ecd75415,"
2 500 грн.
"
"
Сдам СВОЮ 2х уровневую гостинку Воробьевы Горы Академика Павлова
",https://www.olx.ua/obyavlenie/sdam-svoyu-2h-urovnevuyu-gostinku-vorobevy-gory-akademika-pavlova-IDEshHd.html#62ecd75415,"
7 330 грн.
"
"
Сдам срочно !!Гостинку в ЖК «Воробьёвы Горы»
",https://www.olx.ua/obyavlenie/sdam-srochno-gostinku-v-zhk-vorobevy-gory-IDDsyRN.html#62ecd75415,"
5 300 грн.
"
"
Сдам реальную 1 комнатную квартиру Салтовка Воробьевы Горы метро Ак.П.
",https://www.olx.ua/obyavlenie/sdam-realnuyu-1-komnatnuyu-kvartiru-saltovka-vorobevy-gory-metro-ak-p-IDEsfpj.html#62ecd75415,"
5 236 грн.
"
"
Сдам гостинку Воробъёвы горы 7
",https://www.olx.ua/obyavlenie/sdam-gostinku-vorobevy-gory-7-IDBUMLJ.html#62ecd75415,"
5 000 грн.
"
"
Сдам 1-к. кв, м. ""23 Августа""
",https://www.olx.ua/obyavlenie/sdam-1-k-kv-m-23-avgusta-IDD7F50.html#62ecd75415,"
6 021 грн.
"
"
Сдам 1 комн. на м. Студенческой по Валентиновской возле Класса
",https://www.olx.ua/obyavlenie/sdam-1-komn-na-m-studencheskoy-po-valentinovskoy-vozle-klassa-IDDP4cX.html#62ecd75415,"
4 500 грн.
"
"
Сдам 3 комнаты в 4х комнатной квартире на Сев.Салтовке-2
",https://www.olx.ua/obyavlenie/sdam-3-komnaty-v-4h-komnatnoy-kvartire-na-sev-saltovke-2-IDErO91.html#62ecd75415,"
8 500 грн.
"
"
Квартира студия 10 мин. до центра города. Воробьевы горы.
",https://www.olx.ua/obyavlenie/kvartira-studiya-10-min-do-tsentra-goroda-vorobevy-gory-IDDMEFg.html#62ecd75415,"
5 000 грн.
"
"
Сдам квартиру
",https://www.olx.ua/obyavlenie/sdam-kvartiru-IDEET3z.html#d43dfa1872;promoted,"
7 000 грн.
"
"
сдам в аренду свою 2-х комнатную квартиру р-н ЮЖД
",https://www.olx.ua/obyavlenie/sdam-v-arendu-svoyu-2-h-komnatnuyu-kvartiru-r-n-yuzhd-IDCus4J.html#d43dfa1872;promoted,"
7 300 грн.
"
"
Сдам 1-к.кв. м.Студенческая с евроремонтом
",https://www.olx.ua/obyavlenie/sdam-1-k-kv-m-studencheskaya-s-evroremontom-IDEGuSb.html#d43dfa1872;promoted,"
9 500 грн.
"
"
Квартира, гостинка Воробьёвы горы
",https://www.olx.ua/obyavlenie/kvartira-gostinka-vorobevy-gory-IDBPRhR.html#d43dfa1872;promoted,"
5 700 грн.
"
"
Сдаю 1 к. квартиру на C. Салтовке. Метро – 10 мин.
",https://www.olx.ua/obyavlenie/sdayu-1-k-kvartiru-na-c-saltovke-metro-10-min-IDEtESH.html#d43dfa1872;promoted,"
5 500 грн.
"
"
Сдам 1-к.квартиру ЖК Журавлевский
",https://www.olx.ua/obyavlenie/sdam-1-k-kvartiru-zhk-zhuravlevskiy-IDErM23.html#d43dfa1872,"
6 545 грн.
"
"
Сдам 2к.квартиру в центре , м.Бекетова 5 мин
",https://www.olx.ua/obyavlenie/sdam-2k-kvartiru-v-tsentre-m-beketova-5-min-IDErJSw.html#d43dfa1872,"
10 471 грн.
"
"
Сдам 1 к кв.минута от м.Академика Павлова!Салтовка.Напротив ""Радмира""
",https://www.olx.ua/obyavlenie/sdam-1-k-kv-minuta-ot-m-akademika-pavlova-saltovka-naprotiv-radmira-IDDhotq.html#d43dfa1872,"
5 200 грн.
"
"
Сдам свою квартиру ,центр
",https://www.olx.ua/obyavlenie/sdam-svoyu-kvartiru-tsentr-IDErzeK.html#d43dfa1872,"
13 075 грн.
"
"
Сдам свою 3 трёхкомнатную квартиру
",https://www.olx.ua/obyavlenie/sdam-svoyu-3-trehkomnatnuyu-kvartiru-IDE9ccM.html#d43dfa1872,"
6 500 грн.
"
"
Сдам 3х. комнатную квартиру м. Студенческая
",https://www.olx.ua/obyavlenie/sdam-3h-komnatnuyu-kvartiru-m-studencheskaya-IDErtAi.html#d43dfa1872,"
8 750 грн.
"
"
Сдам комнату на Салтовке!
",https://www.olx.ua/obyavlenie/sdam-komnatu-na-saltovke-IDErpDA.html#d43dfa1872,"
3 500 грн.
"
"
Сдам квартиру
",https://www.olx.ua/obyavlenie/sdam-kvartiru-IDErjMP.html#d43dfa1872,"
3 000 грн.
"
"
Сдам комнату, р-н Героев Труда
",https://www.olx.ua/obyavlenie/sdam-komnatu-r-n-geroev-truda-IDB7uk2.html#d43dfa1872,"
2 600 грн.
"
"
Сдам в аренду 2-х комнатную квартиру!
",https://www.olx.ua/obyavlenie/sdam-v-arendu-2-h-komnatnuyu-kvartiru-IDErccZ.html#d43dfa1872,"
14 000 грн.
"
"
1 кв студия в центре Харькова метро Пушкинская ул Алчевских Артема
",https://www.olx.ua/obyavlenie/1-kv-studiya-v-tsentre-harkova-metro-pushkinskaya-ul-alchevskih-artema-IDEr9ps.html#d43dfa1872,"
9 944 грн.
"
"
Cдам 3к. квартиру м. Героев труда
",https://www.olx.ua/obyavlenie/cdam-3k-kvartiru-m-geroev-truda-IDEr6rO.html#d43dfa1872,"
8 200 грн.
"
"
сдам свою квартиру ЦЕНТР
",https://www.olx.ua/obyavlenie/sdam-svoyu-kvartiru-tsentr-IDEr6i7.html#d43dfa1872,"
9 686 грн.
"
"
Сдам Гостинку
",https://www.olx.ua/obyavlenie/sdam-gostinku-IDDbjaZ.html#d43dfa1872,"
7 068 грн.
"
"
Сдам комнату в 3к кв, девушке
",https://www.olx.ua/obyavlenie/sdam-komnatu-v-3k-kv-devushke-IDEr3cc.html#d43dfa1872,"
2 000 грн.
"
"
своя Дмитриевская 19 новострой П Шлях южд центр смарт студия собств
",https://www.olx.ua/obyavlenie/svoya-dmitrievskaya-19-novostroy-p-shlyah-yuzhd-tsentr-smart-studiya-sobstv-IDE8U2Q.html#d43dfa1872,"
5 500 грн.
"
"
Уютная квартира в центре города
",https://www.olx.ua/obyavlenie/uyutnaya-kvartira-v-tsentre-goroda-IDEr1zv.html#d43dfa1872,"
12 000 грн.
"
"
Сдам свою квартиру.
",https://www.olx.ua/obyavlenie/sdam-svoyu-kvartiru-IDEqPXd.html#d43dfa1872,"
6 500 грн.
"
